x,y
0.856061,-0.858586
0.891313,-0.858586
0.926566,-0.858586
0.961818,-0.858586
0.997071,-0.858586
1.032323,-0.858586
1.067576,-0.858586
1.102828,-0.858586
1.138081,-0.858586
1.173333,-0.858586
1.208586,-0.858586
1.243838,-0.858586
1.279091,-0.858586
1.314343,-0.858586
1.349596,-0.858586
1.384848,-0.858586
1.420101,-0.858586
1.455354,-0.858586
1.490606,-0.858586
1.525859,-0.858586
1.561111,-0.858586
1.596364,-0.858586
1.631616,-0.858586
1.666869,-0.858586
1.702121,-0.858586
1.737374,-0.858586
1.772626,-0.858586
1.807879,-0.858586
1.843131,-0.858586
1.878384,-0.858586
1.913636,-0.858586
1.948889,-0.858586
1.984141,-0.858586
2.019394,-0.858586
2.054646,-0.858586
2.089899,-0.858586
2.125152,-0.858586
2.160404,-0.858586
0.010000,-0.838384
0.045253,-0.838384
0.080505,-0.838384
0.115758,-0.838384
0.151010,-0.838384
0.186263,-0.838384
0.221515,-0.838384
0.256768,-0.838384
0.292020,-0.838384
0.327273,-0.838384
0.362525,-0.838384
0.397778,-0.838384
0.433030,-0.838384
0.468283,-0.838384
0.503535,-0.838384
0.538788,-0.838384
0.574040,-0.838384
0.609293,-0.838384
0.644545,-0.838384
0.679798,-0.838384
0.715051,-0.838384
0.750303,-0.838384
0.785556,-0.838384
0.820808,-0.838384
0.856061,-0.838384
0.891313,-0.838384
0.926566,-0.838384
0.961818,-0.838384
0.997071,-0.838384
1.032323,-0.838384
1.067576,-0.838384
1.102828,-0.838384
1.138081,-0.838384
1.173333,-0.838384
1.208586,-0.838384
1.243838,-0.838384
1.279091,-0.838384
1.314343,-0.838384
1.349596,-0.838384
1.384848,-0.838384
1.420101,-0.838384
1.455354,-0.838384
1.490606,-0.838384
1.525859,-0.838384
1.561111,-0.838384
1.596364,-0.838384
1.631616,-0.838384
1.666869,-0.838384
1.702121,-0.838384
1.737374,-0.838384
1.772626,-0.838384
1.807879,-0.838384
1.843131,-0.838384
1.878384,-0.838384
1.913636,-0.838384
1.948889,-0.838384
1.984141,-0.838384
2.019394,-0.838384
2.054646,-0.838384
2.089899,-0.838384
2.125152,-0.838384
2.160404,-0.838384
0.010000,-0.818182
0.045253,-0.818182
0.080505,-0.818182
0.115758,-0.818182
0.151010,-0.818182
0.186263,-0.818182
0.221515,-0.818182
0.256768,-0.818182
0.292020,-0.818182
0.327273,-0.818182
0.362525,-0.818182
0.397778,-0.818182
0.433030,-0.818182
0.468283,-0.818182
0.503535,-0.818182
0.538788,-0.818182
0.574040,-0.818182
0.609293,-0.818182
0.644545,-0.818182
0.679798,-0.818182
0.715051,-0.818182
0.750303,-0.818182
0.785556,-0.818182
0.820808,-0.818182
0.856061,-0.818182
0.891313,-0.818182
0.926566,-0.818182
0.961818,-0.818182
0.997071,-0.818182
1.032323,-0.818182
1.067576,-0.818182
1.102828,-0.818182
1.138081,-0.818182
1.173333,-0.818182
1.208586,-0.818182
1.243838,-0.818182
1.279091,-0.818182
1.314343,-0.818182
1.349596,-0.818182
1.384848,-0.818182
1.420101,-0.818182
1.455354,-0.818182
1.490606,-0.818182
1.525859,-0.818182
1.561111,-0.818182
1.596364,-0.818182
1.631616,-0.818182
1.666869,-0.818182
1.702121,-0.818182
1.737374,-0.818182
1.772626,-0.818182
1.807879,-0.818182
1.843131,-0.818182
1.878384,-0.818182
1.913636,-0.818182
1.948889,-0.818182
1.984141,-0.818182
2.019394,-0.818182
2.054646,-0.818182
2.089899,-0.818182
2.125152,-0.818182
2.160404,-0.818182
2.195657,-0.818182
0.010000,-0.797980
0.045253,-0.797980
0.080505,-0.797980
0.115758,-0.797980
0.151010,-0.797980
0.186263,-0.797980
0.221515,-0.797980
0.256768,-0.797980
0.292020,-0.797980
0.327273,-0.797980
0.362525,-0.797980
0.397778,-0.797980
0.433030,-0.797980
0.468283,-0.797980
0.503535,-0.797980
0.538788,-0.797980
0.574040,-0.797980
0.609293,-0.797980
0.644545,-0.797980
0.679798,-0.797980
0.715051,-0.797980
0.750303,-0.797980
0.785556,-0.797980
0.820808,-0.797980
0.856061,-0.797980
0.891313,-0.797980
0.926566,-0.797980
0.961818,-0.797980
0.997071,-0.797980
1.032323,-0.797980
1.067576,-0.797980
1.102828,-0.797980
1.138081,-0.797980
1.173333,-0.797980
1.208586,-0.797980
1.243838,-0.797980
1.279091,-0.797980
1.314343,-0.797980
1.349596,-0.797980
1.384848,-0.797980
1.420101,-0.797980
1.455354,-0.797980
1.490606,-0.797980
1.525859,-0.797980
1.561111,-0.797980
1.596364,-0.797980
1.631616,-0.797980
1.666869,-0.797980
1.702121,-0.797980
1.737374,-0.797980
1.772626,-0.797980
1.807879,-0.797980
1.843131,-0.797980
1.878384,-0.797980
1.913636,-0.797980
1.948889,-0.797980
1.984141,-0.797980
2.019394,-0.797980
2.054646,-0.797980
2.089899,-0.797980
2.125152,-0.797980
2.160404,-0.797980
2.195657,-0.797980
2.230909,-0.797980
0.010000,-0.777778
0.045253,-0.777778
0.080505,-0.777778
0.115758,-0.777778
0.151010,-0.777778
0.186263,-0.777778
0.221515,-0.777778
0.256768,-0.777778
0.292020,-0.777778
0.327273,-0.777778
0.362525,-0.777778
0.397778,-0.777778
0.433030,-0.777778
0.468283,-0.777778
0.503535,-0.777778
0.538788,-0.777778
0.574040,-0.777778
0.609293,-0.777778
0.644545,-0.777778
0.679798,-0.777778
0.715051,-0.777778
0.750303,-0.777778
0.785556,-0.777778
0.820808,-0.777778
0.856061,-0.777778
0.891313,-0.777778
0.926566,-0.777778
0.961818,-0.777778
0.997071,-0.777778
1.032323,-0.777778
1.067576,-0.777778
1.102828,-0.777778
1.138081,-0.777778
1.173333,-0.777778
1.208586,-0.777778
1.243838,-0.777778
1.279091,-0.777778
1.314343,-0.777778
1.349596,-0.777778
1.384848,-0.777778
1.420101,-0.777778
1.455354,-0.777778
1.490606,-0.777778
1.525859,-0.777778
1.561111,-0.777778
