gamma,delta,rho
0.472626262626,-0.474747474747,0.735506638812
0.495757575758,-0.474747474747,0.725143203497
0.518888888889,-0.474747474747,0.714992732405
0.542020202020,-0.474747474747,0.705051423874
0.565151515152,-0.474747474747,0.695315935970
0.588282828283,-0.474747474747,0.685782428823
0.611414141414,-0.474747474747,0.676447808747
0.634545454545,-0.474747474747,0.667308206229
0.657676767677,-0.474747474747,0.658365286511
0.680808080808,-0.474747474747,0.658317185940
0.703939393939,-0.474747474747,0.663123916835
0.727070707071,-0.474747474747,0.673011412654
0.750202020202,-0.474747474747,0.687062442566
0.773333333333,-0.474747474747,0.704078390203
0.796464646465,-0.474747474747,0.723166990094
0.819595959596,-0.474747474747,0.743782504431
0.842727272727,-0.474747474747,0.765606792056
0.865858585859,-0.474747474747,0.788453891287
0.888989898990,-0.474747474747,0.812210500701
0.912121212121,-0.474747474747,0.836808139142
0.935252525253,-0.474747474747,0.862204517006
0.958383838384,-0.474747474747,0.888372945239
0.981515151515,-0.474747474747,0.915296327323
1.004646464646,-0.474747474747,0.942964421622
1.027777777778,-0.474747474747,0.971371562491
0.010000000000,-0.454545454545,0.993150148000
0.033131313131,-0.454545454545,0.977527499199
0.056262626263,-0.454545454545,0.962198462344
0.079393939394,-0.454545454545,0.947159420073
0.102525252525,-0.454545454545,0.932407423854
0.125656565657,-0.454545454545,0.917938485490
0.148787878788,-0.454545454545,0.903748700953
0.171919191919,-0.454545454545,0.889834046333
0.195050505051,-0.454545454545,0.876190903172
0.218181818182,-0.454545454545,0.862815021415
0.241313131313,-0.454545454545,0.849702690368
0.264444444444,-0.454545454545,0.836850185094
0.287575757576,-0.454545454545,0.824253189395
0.310707070707,-0.454545454545,0.811907864259
0.333838383838,-0.454545454545,0.799810755381
0.356969696970,-0.454545454545,0.787957310558
0.380101010101,-0.454545454545,0.776344642230
0.403232323232,-0.454545454545,0.764968071252
