gamma,delta,rho
1.250909090909,-0.595959595960,0.655270911459
1.282727272727,-0.595959595960,0.660411894321
1.314545454545,-0.595959595960,0.665551826845
1.346363636364,-0.595959595960,0.670682443066
1.378181818182,-0.595959595960,0.675797462555
1.410000000000,-0.595959595960,0.680891741454
1.441818181818,-0.595959595960,0.685961185021
1.473636363636,-0.595959595960,0.691002608643
1.505454545455,-0.595959595960,0.696013320088
1.537272727273,-0.595959595960,0.700991273540
1.569090909091,-0.595959595960,0.705934740024
1.600909090909,-0.595959595960,0.710842445494
1.632727272727,-0.595959595960,0.715713314742
1.664545454545,-0.595959595960,0.720546514919
1.696363636364,-0.595959595960,0.725341442725
1.728181818182,-0.595959595960,0.730097645762
1.760000000000,-0.595959595960,0.734814793054
1.791818181818,-0.595959595960,0.739492634792
1.823636363636,-0.595959595960,0.744131065771
1.855454545455,-0.595959595960,0.748730055164
1.887272727273,-0.595959595960,0.753289618176
1.919090909091,-0.595959595960,0.757809923963
1.950909090909,-0.595959595960,0.762290928523
